count,word,aoa,score
352051342.0,RIGHTS,4.35,80931342.98850575
264720374.0,CAR,3.37,78552039.76261127
322331766.0,READ,4.11,78426220.4379562
536746424.0,CLICK,6.94,77340983.2853026
391961061.0,HER,5.09,77006102.35756385
275369513.0,DID,3.6,76491531.38888888
387231739.0,ADD,5.1,75927791.96078432
345413157.0,HIGH,4.58,75417719.86899564
254164055.0,FAMILY,3.38,75196465.97633137
216690546.0,BIG,2.89,74979427.68166089
284035693.0,OFF,3.83,74160755.35248041
410780176.0,BUY,5.56,73881326.61870503
231310420.0,HOUSE,3.16,73199500.0
309929179.0,FULL,4.24,73096504.48113208
305930896.0,GAMES,4.26,71814764.31924883
419483948.0,WORK,5.86,71584291.46757679
453104133.0,STATE,6.39,70908315.02347419
562206804.0,SERVICES,8.0,70275850.5
302311431.0,COULD,4.32,69979497.91666666
318966441.0,MANY,4.6,69340530.65217392
159595214.0,YES,2.31,69088837.22943723
340892856.0,EACH,4.95,68867243.63636364
244690155.0,BLACK,3.56,68733189.60674158
334923368.0,VERY,4.9,68351707.75510204
445315294.0,INTO,6.52,68299891.71779141
501651226.0,PRICE,7.35,68251867.4829932
306100813.0,KNOW,4.5,68022402.88888891
310337185.0,MAIL,4.65,66739179.56989247
462836169.0,JUST,7.01,66025131.09843081
519537222.0,SERVICE,8.0,64942152.75
208371878.0,SMALL,3.22,64711763.35403726
337841309.0,YEARS,5.24,64473532.25190839
219516023.0,HIM,3.43,63998840.52478134
292774716.0,MUST,4.58,63924610.48034935
273620358.0,RIGHT,4.35,62901231.72413794
256643812.0,PHONE,4.11,62443749.8783455
258690345.0,WANT,4.16,62185179.08653846
372948094.0,AFTER,6.0,62158015.66666666
287353021.0,MADE,4.68,61400218.16239317
291308910.0,STORE,4.76,61199350.84033614
271323986.0,BECAUSE,4.44,61109005.85585585
223417394.0,THREE,3.69,60546719.24119242
264349801.0,TAKE,4.37,60491945.30892448
297674493.0,REAL,4.95,60136261.21212121
269448880.0,USING,4.5,59877528.88888889
301487430.0,GREAT,5.05,59700481.18811882
252519588.0,LONG,4.24,59556506.60377358
390564835.0,CITY,6.56,59537322.40853659
380725892.0,SUCH,6.42,59303098.442367606
302729303.0,PART,5.11,59242525.04892368
373081242.0,MESSAGE,6.32,59031842.0886076
342373303.0,THROUGH,5.82,58827028.00687285
362082755.0,WELL,6.16,58779668.01948052
181445531.0,MAN,3.11,58342614.46945338
440416431.0,HEALTH,7.56,58256141.66666667
330505325.0,ITEMS,5.68,58187557.21830986
280009597.0,LINE,4.85,57733937.525773205
305515604.0,WAY,5.39,56681930.24118738
310345867.0,JANUARY,5.52,56222077.35507247
242290578.0,SIGN,4.32,56085781.94444444
174058407.0,MEN,3.11,55967333.44051448
180144029.0,FOOD,3.25,55428932.0
309676581.0,MAP,5.6,55299389.46428572
369928941.0,THEN,6.74,54885599.55489614
321842984.0,GROUP,5.94,54182320.53872053
270014141.0,THOSE,5.01,53895038.123752505
336631187.0,ORDER,6.26,53774950.0
199694226.0,OLD,3.72,53681243.5483871
227111505.0,GAME,4.26,53312559.85915493
313296421.0,UNDER,5.89,53191242.9541596
242326300.0,MUCH,4.58,52909672.48908297
313469591.0,SET,6.0,52244931.83333334
296534935.0,ITEM,5.68,52206854.75352113
306559205.0,LIFE,5.89,52047403.22580645
209863729.0,WHITE,4.06,51690573.6453202
220812328.0,END,4.28,51591665.42056075
414377632.0,PRODUCTS,8.05,51475482.23602484
182739567.0,MOVIES,3.56,51331339.04494382
277546019.0,BEFORE,5.45,50925875.04587156
261872866.0,ADDRESS,5.15,50849100.19417475
206538107.0,CHILDREN,4.1,50375148.04878049
239271204.0,TODAY,4.77,50161677.98742138
399116355.0,PRODUCT,8.05,49579671.42857143
210601244.0,CHANGE,4.26,49436911.7370892
297974790.0,HOTEL,6.05,49252031.40495868
242520455.0,WOMEN,4.95,48994031.31313131
244311841.0,SPECIAL,5.0,48862368.2
287719294.0,TRAVEL,5.9,48765982.033898294
392956436.0,POST,8.11,48453321.33168928
192000672.0,WHY,3.97,48362889.67254408
274103587.0,SEND,5.68,48257673.76760563
228648541.0,BOTH,4.77,47934704.61215933
239670331.0,OPEN,5.0,47934066.2
402028056.0,SHOULD,8.42,47746800.0
324272258.0,COMPANY,6.84,47408224.85380117
187142519.0,LITTLE,3.95,47377852.91139241
159287179.0,HOT,3.37,47266225.22255193
255436698.0,BETWEEN,5.47,46697751.00548446
154326119.0,COME,3.32,46483770.78313253
159603914.0,TV,3.47,45995364.26512968
217856550.0,THINK,4.75,45864536.84210526
156845267.0,SAY,3.42,45861189.18128655
145057782.0,GOT,3.17,45759552.68138801
224915894.0,DOWN,4.93,45621885.19269777
275510917.0,HOTELS,6.05,45538994.54545455
234001114.0,PAGES,5.16,45349053.10077519
365410017.0,VIDEO,8.06,45336230.39702233
189325890.0,EVERY,4.2,45077592.85714286
232005894.0,FOUND,5.15,45049688.15533979
294319118.0,CENTER,6.57,44797430.441400304
379644437.0,AVAILABLE,8.5,44664051.4117647
220970235.0,PLACE,4.95,44640451.51515152
232011723.0,OWN,5.21,44532000.57581574
158421100.0,MOVIE,3.56,44500308.98876405
214844153.0,SIZE,4.84,44389287.80991735
121296661.0,HAND,2.74,44268854.37956204
244491090.0,CHECK,5.53,44211770.34358047
227125249.0,PHOTO,5.16,44016521.12403101
373512569.0,SUPPORT,8.53,43788108.90973037
204104275.0,SHOPPING,4.7,43426441.4893617
286237372.0,REPORT,6.6,43369298.78787879
154527125.0,FRIEND,3.57,43284908.96358544
173043002.0,LOOK,4.05,42726667.16049383
333272427.0,PRIVACY,7.84,42509238.1377551
199608869.0,CALL,4.74,42111575.73839662
214997918.0,PICTURES,5.11,42073956.55577299
234822585.0,SAME,5.62,41783378.113878995
176299905.0,ROOM,4.22,41777228.672985785
272336859.0,TYPE,6.58,41388580.39513678
349286123.0,PUBLIC,8.47,41238031.05076741
160850401.0,AIR,3.94,40824974.87309644
242783091.0,BEING,5.99,40531400.83472454
179428286.0,LEARN,4.44,40411776.12612613
231864260.0,SPORTS,5.74,40394470.38327526
396975018.0,SYSTEM,9.9,40098486.66666666
266789622.0,OFFICE,6.68,39938566.16766467
225326739.0,CARE,5.65,39880838.76106194
247541986.0,SHOW,6.21,39861833.49436393
266738068.0,EDUCATION,6.7,39811651.940298505
259871557.0,AREA,6.58,39494157.59878419
238581133.0,SOUTH,6.06,39369823.92739274
169231297.0,BOX,4.3,39356115.58139535
184815478.0,LOW,4.7,39322442.12765957
252405204.0,BASED,6.42,39315452.3364486
406908328.0,DATA,10.42,39050703.26295585
201063526.0,LOVE,5.17,38890430.56092843
311757793.0,GENERAL,8.05,38727676.14906832
266376620.0,NATIONAL,6.89,38661338.171262704
191087771.0,CLASS,4.95,38603590.1010101
175527859.0,POINT,4.55,38577551.42857143
245697701.0,EVEN,6.37,38571067.66091052
443949646.0,EMAIL,11.52,38537295.659722224
339067778.0,REVIEW,8.84,38356083.4841629
140799532.0,RED,3.68,38260742.39130434
136862835.0,KEY,3.58,38229842.17877095
192535750.0,ANOTHER,5.05,38125891.08910891
165341452.0,TABLE,4.39,37663200.911161736
352363058.0,INFO,9.37,37605449.09284952
306686983.0,PROGRAM,8.2,37400851.585365854
311538382.0,RESEARCH,8.33,37399565.66626651
384401868.0,POLICY,10.32,37248243.02325581
190205072.0,MONEY,5.11,37222127.592954986
150610176.0,LOOKING,4.05,37187697.777777776
161913408.0,START,4.37,37051123.11212815
145430147.0,LESS,3.95,36817758.73417722
106400213.0,ASK,2.89,36816682.698961936
212793848.0,SHOP,5.78,36815544.636678204
150748333.0,PLAY,4.1,36767886.09756098
205629763.0,RETURN,5.61,36654146.70231729
183237239.0,DECEMBER,5.01,36574299.20159681
190433487.0,STILL,5.26,36204084.98098859
130531484.0,NIGHT,3.61,36158305.81717452
261839117.0,COMMUNITY,7.28,35966911.67582417
126160941.0,BLUE,3.53,35739643.34277621
121218500.0,SUN,3.4,35652500.0
138433809.0,STORY,3.89,35587097.42930591
168532149.0,WINDOWS,4.74,35555305.69620253
220709925.0,FOLLOWING,6.21,35541050.72463768
256217838.0,SUBJECT,7.3,35098333.97260274
235563000.0,CASE,6.74,34950000.0
307684103.0,REVIEWS,8.84,34805894.00452489
123595776.0,NEEDS,3.56,34717914.60674157
283858893.0,MEMBER,8.2,34616938.17073171
214702696.0,ART,6.21,34573703.05958132
185555874.0,TOOLS,5.37,34554166.48044693
176093255.0,TOO,5.1,34528089.21568628
204801202.0,STUDENTS,5.94,34478316.83501683
232251956.0,SECTION,6.78,34255450.737463124
186091095.0,SAVE,5.44,34207921.875
339926541.0,LINKS,9.94,34197841.14688129
261390908.0,WITHIN,7.65,34168746.14379085
295639201.0,INTERNATIONAL,8.67,34099100.46136101
95096787.0,BAD,2.79,34084869.89247312
159343399.0,SECOND,4.68,34047734.82905983
198242904.0,HOURS,5.85,33887675.897435896
202563642.0,LEVEL,6.0,33760607.0
134939426.0,PAPER,4.0,33734856.5
181075605.0,JOBS,5.39,33594731.9109462
219190105.0,WITHOUT,6.53,33566631.69984686
277705910.0,TERMS,8.28,33539361.11111111
215000515.0,HISTORY,6.42,33489176.79127726
212361059.0,BOARD,6.37,33337685.871271584
217809513.0,NORTH,6.55,33253360.76335878
114384208.0,TRY,3.44,33251223.255813956
160573748.0,HUMAN,4.83,33245082.401656315
286291411.0,DEVELOPMENT,8.63,33173975.78215527
113316224.0,HEAD,3.42,33133398.83040936
243435728.0,PRICES,7.35,33120507.210884355
132325396.0,GIRLS,4.0,33081349.0
316446229.0,USER,9.57,33066481.609195396
177706929.0,JOB,5.39,32969745.64007421
140688602.0,GIVE,4.28,32871168.69158878
162076395.0,LIBRARY,4.95,32742706.06060606
167202060.0,WEEK,5.11,32720559.68688845
179794224.0,DIFFERENT,5.5,32689858.90909091
268180843.0,RESULTS,8.22,32625406.690997563
222649459.0,TOTAL,6.83,32598749.487554904
149130754.0,STREET,4.58,32561300.0
109717836.0,CARS,3.37,32557221.36498516
263851272.0,POSTED,8.11,32534065.59802713
287558448.0,COMMENTS,8.84,32529236.199095026
167827453.0,PHOTOS,5.16,32524700.19379845
147969893.0,THINGS,4.58,32307836.89956332
187062316.0,VISIT,5.79,32307826.59758204
226194991.0,WHILE,7.06,32038950.56657224
136560842.0,BODY,4.28,31906738.78504673
141548802.0,PARK,4.47,31666398.65771812
144707500.0,PARTY,4.58,31595524.01746725
143062438.0,LET,4.53,31581112.141280357
122498186.0,STAR,3.89,31490536.24678663
146749448.0,PERSON,4.67,31423864.668094214
157079378.0,BETTER,5.02,31290712.74900399
214302926.0,SINCE,6.85,31285098.68613139
126699632.0,LIGHT,4.05,31283859.75308642
141894620.0,ABOVE,4.55,31185630.76923077
196676017.0,TITLE,6.32,31119622.94303797
80755612.0,SHOES,2.6,31059850.76923077
110732827.0,FRIENDS,3.57,31017598.599439774
115205090.0,PUT,3.72,30969110.215053763
250245121.0,CODE,8.11,30856365.10480888
171752631.0,LEFT,5.57,30835301.79533213
270742935.0,LOCAL,8.79,30801244.02730376
211243333.0,LOCATION,6.86,30793488.775510207
242826246.0,INDEX,7.89,30776457.03422053
130570251.0,CHANGES,4.26,30650293.661971834
117696064.0,BABY,3.84,30650016.66666667
124116581.0,PICTURE,4.05,30646069.38271605
118978625.0,SCHOOLS,3.89,30585764.781490996
187885878.0,PRIVATE,6.16,30500954.22077922
199616754.0,MAIN,6.55,30475840.30534351
206364495.0,DURING,6.8,30347719.852941174
370517038.0,SOFTWARE,12.21,30345375.757575754
373906735.0,COPYRIGHT,12.33,30324958.231954586
103697915.0,SAYS,3.42,30321027.77777778
132725767.0,AGE,4.38,30302686.52968037
226596368.0,POWER,7.48,30293632.08556149
202950880.0,TIMES,6.7,30291176.119402986
304201237.0,MANAGEMENT,10.05,30268779.800995026
178810033.0,AROUND,5.94,30102699.158249155
213378807.0,GUIDE,7.11,30011083.966244724
141155373.0,SIDE,4.72,29905799.36440678
174297802.0,JOIN,5.83,29896707.03259005
115504667.0,STORIES,3.89,29692716.45244216
215560453.0,CONTROL,7.26,29691522.451790635
141210433.0,STORES,4.76,29666057.352941174
95488543.0,ROCK,3.22,29654827.018633533
130054708.0,HARD,4.39,29625218.22323463
136341684.0,YOUNG,4.61,29575202.603036877
88712797.0,TOYS,3.0,29570932.33333333
108389630.0,FUN,3.67,29533959.1280654
149556758.0,NEVER,5.07,29498374.35897436
93483319.0,GETTING,3.17,29490005.99369085
241864251.0,FILE,8.21,29459713.88550548
173346868.0,WEST,5.89,29430707.640067916
109360096.0,HAVING,3.72,29397875.2688172
125542966.0,GIVEN,4.28,29332468.69158878
181387042.0,CARD,6.2,29255974.51612903
311373936.0,UNIVERSITY,10.72,29046076.119402986
131800620.0,ROAD,4.55,28967169.23076923
165863763.0,LARGE,5.74,28896125.958188154
163308383.0,NOVEMBER,5.67,28802183.950617284
155284081.0,GOING,5.41,28703157.301293895
280827841.0,DETAILS,9.79,28685172.72727273
232445953.0,VERSION,8.11,28661646.485819977
171687825.0,TEAM,6.0,28614637.5
108287905.0,GREEN,3.79,28572006.59630607
102812628.0,DONE,3.6,28559063.33333333
230014019.0,SECURITY,8.06,28537719.47890819
112965658.0,COLOR,4.0,28241414.5
182579275.0,INCLUDE,6.47,28219362.442040186
216432510.0,MEDIA,7.67,28218058.670143414
111229798.0,LEAST,3.95,28159442.53164557
114025350.0,WELCOME,4.06,28085061.57635468
179652730.0,PRESS,6.4,28070739.0625
256521328.0,SHIPPING,9.15,28035117.81420765
158887256.0,COST,5.67,28022443.73897707
161205740.0,MODEL,5.83,27651070.325900514
226656153.0,MEMBERS,8.2,27640994.268292684
77271631.0,DOG,2.8,27597011.07142857
162033390.0,REALLY,5.94,27278348.484848484
166005029.0,LIVE,6.1,27213939.18032787
119602514.0,KEEP,4.42,27059392.30769231
77749471.0,STOP,2.89,26902931.14186851
100010833.0,SOUND,3.72,26884632.52688172
182061247.0,VALUE,6.78,26852691.297935106
208780080.0,TEXT,7.78,26835485.86118252
188691168.0,COUNTRY,7.05,26764704.680851065
216822128.0,POSTS,8.11,26735157.58323058
214671907.0,PERSONAL,8.05,26667317.63975155
97850837.0,TALK,3.68,26589901.35869565
201395192.0,FORM,7.58,26569286.54353562
124198695.0,MAKING,4.68,26538182.692307696
179224570.0,SALE,6.76,26512510.35502959
117672845.0,LEARNING,4.44,26502893.01801801
238674296.0,TECHNOLOGY,9.06,26343741.2803532
264448339.0,DESIGN,10.05,26313267.56218905
117213565.0,RUN,4.47,26222274.049217004
129167110.0,FOUR,4.93,26200225.152129814
235262594.0,PROJECT,9.0,26140288.222222224
75532722.0,ASKED,2.89,26135889.965397924
131836210.0,SOMETHING,5.05,26106180.198019806
150781416.0,AGAIN,5.78,26086750.17301038
166657334.0,NOTE,6.4,26040208.4375
131417909.0,GIFT,5.05,26023348.31683169
216122487.0,LAW,8.33,25945076.470588233
126645151.0,WRITE,4.89,25898803.88548057
91398411.0,THANKS,3.53,25891901.13314448
83845349.0,FIRE,3.25,25798568.923076924
201235454.0,EVENTS,7.81,25766383.354673494
109553730.0,TELL,4.26,25716838.02816901
173244220.0,SALES,6.76,25627843.195266277
78365291.0,SEEN,3.06,25609572.22222222
184406888.0,CUSTOMER,7.21,25576544.79889043
227567373.0,COUNTY,8.9,25569367.75280899
156703712.0,QUESTIONS,6.16,25438914.285714284
179813446.0,AUTHOR,7.1,25325837.46478873
218945655.0,PER,8.66,25282408.19861432
147675944.0,WORKING,5.86,25200673.03754266
93941472.0,FAST,3.74,25118040.64171123
256443074.0,RESERVED,10.22,25092277.299412914
96602880.0,KIDS,3.86,25026652.84974093
131952173.0,LATEST,5.28,24990941.856060605
145701629.0,BELOW,5.84,24948909.075342465
154999587.0,TEST,6.26,24760317.41214057
106755242.0,SHORT,4.32,24711861.57407407
152155277.0,CART,6.16,24700531.98051948
139459917.0,AUGUST,5.65,24683171.15044248
203611349.0,ACCOUNT,8.26,24650284.382566586
119294241.0,SHARE,4.84,24647570.454545453
206582673.0,GOVERNMENT,8.5,24303843.88235294
162023431.0,ACTION,6.67,24291368.96551724
216987137.0,CURRENT,8.94,24271491.834451906
177976652.0,COURSE,7.34,24247500.272479564
240402653.0,LINK,9.94,24185377.56539236
143590165.0,STUDENT,5.94,24173428.45117845
107853068.0,CLOSE,4.5,23967348.444444444
217986984.0,ACCESS,9.1,23954613.626373626
201692678.0,PREVIOUS,8.44,23897236.72985782
184777992.0,REPLY,7.74,23873125.58139535
174232809.0,SCIENCE,7.32,23802296.31147541
167518537.0,THREAD,7.06,23727838.101983003
160746244.0,PLAN,6.78,23708885.54572271
136103455.0,IMPORTANT,5.79,23506641.62348877
191783393.0,PROPERTY,8.16,23502866.78921569
202755734.0,SITES,8.63,23494291.309385866
129198530.0,PAY,5.5,23490641.818181816
207634179.0,RATE,8.84,23488029.29864253
181040994.0,PROVIDE,7.74,23390309.30232558
63471922.0,HAPPY,2.72,23335265.44117647
197874283.0,IMAGE,8.5,23279327.41176471
141012024.0,PROBLEM,6.06,23269310.89108911
119747393.0,CHILD,5.15,23251920.970873784
152978354.0,STUDY,6.58,23248989.969604865
178250872.0,PRINT,7.67,23240009.387222946
118410414.0,ADDED,5.1,23217728.23529412
95289449.0,READING,4.11,23184780.778588805
214195457.0,INCLUDING,9.24,23181326.51515152
125548527.0,EASY,5.43,23121275.690607734
224177047.0,COMPUTER,9.7,23111035.77319588
158281269.0,MARCH,6.85,23106754.598540146
104165769.0,FIVE,4.51,23096622.838137474
160961088.0,FEATURES,7.0,22994441.14285714
163957176.0,HOWEVER,7.14,22963189.91596639
191963867.0,SHALL,8.42,22798559.026128266
110528740.0,SURE,4.85,22789430.92783505
149312237.0,COMPLETE,6.58,22691829.33130699
162390150.0,MARKET,7.16,22680188.547486033
223555915.0,SYSTEMS,9.9,22581405.55555556
112902176.0,SELF,5.0,22580435.2
106978150.0,CALLED,4.74,22569229.957805905
188880495.0,CONTENT,8.37,22566367.383512545
135132664.0,FEW,6.0,22522110.66666667
111882023.0,ONCE,4.97,22511473.440643866
132428495.0,CLUB,5.89,22483615.44991511
201854745.0,PROFILE,9.0,22428305.0
231127472.0,RELATED,10.33,22374392.25556631
119014988.0,GARDEN,5.33,22329266.0412758
98671341.0,WORD,4.42,22323832.805429865
196301245.0,DESCRIPTION,8.8,22306959.659090906
89139125.0,GIRL,4.0,22284781.25
112837472.0,AWAY,5.07,22255911.637080867
64262881.0,BED,2.89,22236291.003460206
212478717.0,DIRECTORY,9.57,22202582.75862069
135289140.0,FIELD,6.1,22178547.540983606
176301486.0,TEEN,7.95,22176287.54716981
82807978.0,FACE,3.75,22082127.466666665
73286694.0,CAME,3.32,22074305.42168675
188985252.0,LISTING,8.58,22026253.146853145
105642682.0,BEACH,4.8,22008892.083333336
141076205.0,ACT,6.42,21974486.760124613
140479833.0,MEMORY,6.4,21949973.90625
207858692.0,RATING,9.47,21949175.50158395
113285624.0,RADIO,5.17,21912112.959381044
57481472.0,MOTHER,2.63,21856073.00380228
182545426.0,COLLEGE,8.37,21809489.366786145
123196001.0,MIGHT,5.65,21804601.94690265
217268632.0,RESOURCES,10.0,21726863.2
102711715.0,WINDOW,4.74,21669138.185654007
62566660.0,ANIMAL,2.89,21649363.321799308
189509533.0,QUALITY,8.78,21584229.27107062
76528079.0,NEEDED,3.56,21496651.404494386
121505269.0,SPACE,5.67,21429500.705467373
263777245.0,INTERNET,12.33,21393126.11516626
183202885.0,COMPARE,8.57,21377232.78879813
173839008.0,CATEGORIES,8.15,21329939.63190184
97451660.0,THING,4.58,21277655.02183406
92006970.0,WATCH,4.33,21248722.86374134
123027963.0,MONTH,5.79,21248352.849740934
130644510.0,QUESTION,6.16,21208524.35064935
125814267.0,GROUPS,5.94,21180853.030303027
117951402.0,LISTED,5.58,21138244.086021505
181969355.0,ARTICLE,8.61,21134652.148664344
120814306.0,MEETING,5.72,21121382.16783217
168673045.0,SELECT,8.0,21084130.625
119394206.0,ENTER,5.67,21057179.18871252
86147277.0,STEP,4.11,20960408.02919708
111397714.0,OTHERS,5.33,20900133.9587242
97583096.0,ADULT,4.68,20851088.88888889
95489240.0,THIRD,4.58,20849179.03930131
128251365.0,BUILDING,6.16,20820026.785714284
96269550.0,TRUE,4.64,20747747.84482759
176129154.0,TRAINING,8.5,20721076.94117647
97658641.0,RULES,4.72,20690390.04237288
159785849.0,PROVIDED,7.74,20644166.5374677
120495036.0,BECOME,5.85,20597442.05128205
225218991.0,NETWORK,10.94,20586745.063985374
99420744.0,PRESENT,4.83,20584004.968944103
91388083.0,EVERYTHING,4.44,20582901.576576576
90910143.0,WORDS,4.42,20567905.656108603
132685190.0,ACTIVITIES,6.47,20507757.34157651
107799371.0,DRIVE,5.26,20494176.99619772
166811948.0,CATEGORY,8.15,20467723.680981595
138517992.0,LANGUAGE,6.79,20400293.372606773
127634767.0,ALWAYS,6.26,20388940.415335465
70639358.0,SAT,3.47,20357163.688760806
254478181.0,FORUM,12.52,20325733.306709267
68130142.0,WENT,3.37,20216659.347181007
134754203.0,SINGLE,6.68,20172784.88023952
69066566.0,OK,3.43,20136025.072886296
58189056.0,ANIMALS,2.89,20134621.453287195
80312172.0,MEAN,4.0,20078043.0
168957006.0,CONDITIONS,8.42,20066152.73159145
98056850.0,WRITTEN,4.89,20052525.56237219
197293325.0,DEPARTMENT,9.84,20050134.654471546
121087620.0,PROBLEMS,6.06,19981455.44554456
87019836.0,TAKEN,4.37,19913005.94965675
103132933.0,LAND,5.22,19757266.85823755
89780234.0,POINTS,4.55,19731919.56043956
100637505.0,PARTS,5.11,19694227.984344427
93275872.0,MEET,4.74,19678454.00843882
80328029.0,TURN,4.11,19544532.603406325
71918906.0,NAMES,3.68,19543180.978260867
179963886.0,SOURCE,9.21,19540052.76872964
74043644.0,WISH,3.79,19536581.530343007
137696613.0,SELL,7.05,19531434.468085106
121094522.0,CARDS,6.2,19531374.51612903
135037085.0,EAST,6.94,19457793.227665704
100886343.0,FRONT,5.19,19438601.734104045
64256803.0,COMES,3.32,19354458.73493976
137071122.0,CREATE,7.1,19305791.830985915
144298238.0,EQUIPMENT,7.5,19239765.066666666
111192257.0,MONTHS,5.79,19204189.46459413
